lambda: 2.777778 mu: 4.166667
  0 SNES Function norm 1.24347 
    0 KSP Residual norm 244.502 
    1 KSP Residual norm 17.1119 
    2 KSP Residual norm 6.77657 
    3 KSP Residual norm 0.362942 
    4 KSP Residual norm 0.145472 
    5 KSP Residual norm 0.0969585 
    6 KSP Residual norm 0.055258 
    7 KSP Residual norm 0.0169119 
    8 KSP Residual norm 0.0050326 
    9 KSP Residual norm 0.00161611 
  1 SNES Function norm 1.17209 
    0 KSP Residual norm 152.986 
    1 KSP Residual norm 6.12151 
    2 KSP Residual norm 1.71196 
    3 KSP Residual norm 0.088624 
    4 KSP Residual norm 0.0207134 
    5 KSP Residual norm 0.0082576 
    6 KSP Residual norm 0.00169203 
    7 KSP Residual norm 0.000396698 
  2 SNES Function norm 1.05625 
    0 KSP Residual norm 98.306 
    1 KSP Residual norm 2.29144 
    2 KSP Residual norm 0.38651 
    3 KSP Residual norm 0.0205578 
    4 KSP Residual norm 0.0063389 
    5 KSP Residual norm 0.00257826 
    6 KSP Residual norm 0.000375413 
  3 SNES Function norm 0.94973 
    0 KSP Residual norm 74.5067 
    1 KSP Residual norm 1.44147 
    2 KSP Residual norm 0.153758 
    3 KSP Residual norm 0.00716287 
    4 KSP Residual norm 0.00593426 
    5 KSP Residual norm 0.00181413 
    6 KSP Residual norm 0.00031967 
  4 SNES Function norm 0.80073 
    0 KSP Residual norm 52.162 
    1 KSP Residual norm 0.991745 
    2 KSP Residual norm 0.327842 
    3 KSP Residual norm 0.0293985 
    4 KSP Residual norm 0.00417345 
    5 KSP Residual norm 0.00182961 
    6 KSP Residual norm 0.000278266 
  5 SNES Function norm 0.494687 
    0 KSP Residual norm 21.6125 
    1 KSP Residual norm 20.1401 
    2 KSP Residual norm 0.364897 
    3 KSP Residual norm 0.0129378 
    4 KSP Residual norm 0.0034097 
    5 KSP Residual norm 0.000922055 
    6 KSP Residual norm 0.00017341 
  6 SNES Function norm 0.1572 
    0 KSP Residual norm 2.25849 
    1 KSP Residual norm 0.0342448 
    2 KSP Residual norm 0.0102662 
    3 KSP Residual norm 0.00950413 
    4 KSP Residual norm 0.00118006 
    5 KSP Residual norm 0.000220143 
    6 KSP Residual norm 4.99851e-05 
    7 KSP Residual norm 1.43713e-05 
  7 SNES Function norm 0.00272703 
Number of SNES iterations = 7
