lambda: 2.777778 mu: 4.166667
  0 SNES Function norm 1.24347 
    0 SNES Function norm 1.24347 
    1 SNES Function norm 3.37814 
    0 KSP Residual norm 11.7553 
    1 KSP Residual norm 11.4619 
    2 KSP Residual norm 0.900771 
    3 KSP Residual norm 0.612308 
    4 KSP Residual norm 0.60669 
    5 KSP Residual norm 0.106332 
    6 KSP Residual norm 0.0160684 
    7 KSP Residual norm 0.00421995 
    8 KSP Residual norm 0.000883928 
    9 KSP Residual norm 0.000289245 
   10 KSP Residual norm 0.00012921 
   11 KSP Residual norm 4.11544e-05 
  1 SNES Function norm 1.42439 
    0 SNES Function norm 1.42439 
    1 SNES Function norm 0.40479 
    0 KSP Residual norm 0.383175 
    1 KSP Residual norm 0.0374869 
    2 KSP Residual norm 0.00581241 
    3 KSP Residual norm 0.00314456 
    4 KSP Residual norm 0.00198337 
    5 KSP Residual norm 0.000654995 
    6 KSP Residual norm 0.000262061 
    7 KSP Residual norm 6.51208e-05 
    8 KSP Residual norm 2.52542e-05 
    9 KSP Residual norm 1.26074e-05 
   10 KSP Residual norm 3.37574e-06 
  2 SNES Function norm 0.00936966 
Number of SNES iterations = 2
